	指标	地区	年	数据	行业	行业指标
2981	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2017	17.0543	建筑业城镇	人员
2982	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2016	15.0609	建筑业城镇	人员
2983	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2015	9.8588	建筑业城镇	人员
2984	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2014	8.0119	建筑业城镇	人员
2985	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2013	6.0823	建筑业城镇	人员
2986	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2012	6.9809	建筑业城镇	人员
2987	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2011	6.6101	建筑业城镇	人员
2988	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2010	5.2085	建筑业城镇	人员
2989	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2009	5.0855	建筑业城镇	人员
2990	建筑业城镇私营企业和个体就业人员	海南省	2018		建筑业城镇	人员
2991	建筑业城镇私营企业和个体就业人员	海南省	2017	12.3624	建筑业城镇	人员
2992	建筑业城镇私营企业和个体就业人员	海南省	2016	11.5007	建筑业城镇	人员
2993	建筑业城镇私营企业和个体就业人员	海南省	2015	13.022	建筑业城镇	人员
2994	建筑业城镇私营企业和个体就业人员	海南省	2014	11.8793	建筑业城镇	人员
2995	建筑业城镇私营企业和个体就业人员	海南省	2013	10.1652	建筑业城镇	人员
2996	建筑业城镇私营企业和个体就业人员	海南省	2012	8.5312	建筑业城镇	人员
2997	建筑业城镇私营企业和个体就业人员	海南省	2011	7.369	建筑业城镇	人员
2998	建筑业城镇私营企业和个体就业人员	海南省	2010	6.1621	建筑业城镇	人员
2999	建筑业城镇私营企业和个体就业人员	海南省	2009	4.9572	建筑业城镇	人员
3000	建筑业城镇私营企业和个体就业人员	重庆市	2018		建筑业城镇	人员
3001	建筑业城镇私营企业和个体就业人员	重庆市	2017	45.582	建筑业城镇	人员
3002	建筑业城镇私营企业和个体就业人员	重庆市	2016	38.1249	建筑业城镇	人员
3003	建筑业城镇私营企业和个体就业人员	重庆市	2015	33.2906	建筑业城镇	人员
3004	建筑业城镇私营企业和个体就业人员	重庆市	2014	27.5932	建筑业城镇	人员
3005	建筑业城镇私营企业和个体就业人员	重庆市	2013	21.4535	建筑业城镇	人员
3006	建筑业城镇私营企业和个体就业人员	重庆市	2012	18.2987	建筑业城镇	人员
3007	建筑业城镇私营企业和个体就业人员	重庆市	2011	15.7025	建筑业城镇	人员
3008	建筑业城镇私营企业和个体就业人员	重庆市	2010	12.7644	建筑业城镇	人员
3009	建筑业城镇私营企业和个体就业人员	重庆市	2009	10.9291	建筑业城镇	人员
3010	建筑业城镇私营企业和个体就业人员	四川省	2018		建筑业城镇	人员
3011	建筑业城镇私营企业和个体就业人员	四川省	2017	26.256999999999998	建筑业城镇	人员
3012	建筑业城镇私营企业和个体就业人员	四川省	2016	98.2417	建筑业城镇	人员
3013	建筑业城镇私营企业和个体就业人员	四川省	2015	96.3383	建筑业城镇	人员
3014	建筑业城镇私营企业和个体就业人员	四川省	2014	17.0957	建筑业城镇	人员
3015	建筑业城镇私营企业和个体就业人员	四川省	2013	19.1607	建筑业城镇	人员
3016	建筑业城镇私营企业和个体就业人员	四川省	2012	19.0603	建筑业城镇	人员
3017	建筑业城镇私营企业和个体就业人员	四川省	2011	17.9386	建筑业城镇	人员
3018	建筑业城镇私营企业和个体就业人员	四川省	2010	17.9797	建筑业城镇	人员
3019	建筑业城镇私营企业和个体就业人员	四川省	2009	17.3945	建筑业城镇	人员
3020	建筑业城镇私营企业和个体就业人员	贵州省	2018		建筑业城镇	人员
3021	建筑业城镇私营企业和个体就业人员	贵州省	2017	5.7219	建筑业城镇	人员
3022	建筑业城镇私营企业和个体就业人员	贵州省	2016	5.2078	建筑业城镇	人员
3023	建筑业城镇私营企业和个体就业人员	贵州省	2015	6.7794	建筑业城镇	人员
3024	建筑业城镇私营企业和个体就业人员	贵州省	2014	6.1581	建筑业城镇	人员
3025	建筑业城镇私营企业和个体就业人员	贵州省	2013	5.8485	建筑业城镇	人员
3026	建筑业城镇私营企业和个体就业人员	贵州省	2012	6.0394	建筑业城镇	人员
3027	建筑业城镇私营企业和个体就业人员	贵州省	2011	3.9793	建筑业城镇	人员
3028	建筑业城镇私营企业和个体就业人员	贵州省	2010	3.3312	建筑业城镇	人员
3029	建筑业城镇私营企业和个体就业人员	贵州省	2009	3.0143	建筑业城镇	人员
3030	建筑业城镇私营企业和个体就业人员	云南省	2018		建筑业城镇	人员
3031	建筑业城镇私营企业和个体就业人员	云南省	2017	25.8705	建筑业城镇	人员
3032	建筑业城镇私营企业和个体就业人员	云南省	2016	18.0708	建筑业城镇	人员
3033	建筑业城镇私营企业和个体就业人员	云南省	2015	6.382000000000001	建筑业城镇	人员
3034	建筑业城镇私营企业和个体就业人员	云南省	2014	37.5951	建筑业城镇	人员
3035	建筑业城镇私营企业和个体就业人员	云南省	2013	35.3173	建筑业城镇	人员
3036	建筑业城镇私营企业和个体就业人员	云南省	2012	32.3482	建筑业城镇	人员
3037	建筑业城镇私营企业和个体就业人员	云南省	2011	31.4777	建筑业城镇	人员
3038	建筑业城镇私营企业和个体就业人员	云南省	2010	25.2811	建筑业城镇	人员
3039	建筑业城镇私营企业和个体就业人员	云南省	2009	22.2444	建筑业城镇	人员
3040	建筑业城镇私营企业和个体就业人员	西藏自治区	2018		建筑业城镇	人员
3041	建筑业城镇私营企业和个体就业人员	西藏自治区	2017	16.4295	建筑业城镇	人员
3042	建筑业城镇私营企业和个体就业人员	西藏自治区	2016	11.9633	建筑业城镇	人员
3043	建筑业城镇私营企业和个体就业人员	西藏自治区	2015	4.3318	建筑业城镇	人员
3044	建筑业城镇私营企业和个体就业人员	西藏自治区	2014	6.084	建筑业城镇	人员
3045	建筑业城镇私营企业和个体就业人员	西藏自治区	2013	5.459	建筑业城镇	人员
3046	建筑业城镇私营企业和个体就业人员	西藏自治区	2012	4.5352	建筑业城镇	人员
3047	建筑业城镇私营企业和个体就业人员	西藏自治区	2011	3.4754	建筑业城镇	人员
3048	建筑业城镇私营企业和个体就业人员	西藏自治区	2010	2.6827	建筑业城镇	人员
3049	建筑业城镇私营企业和个体就业人员	西藏自治区	2009	2.5580000000000003	建筑业城镇	人员
3050	建筑业城镇私营企业和个体就业人员	陕西省	2018		建筑业城镇	人员
3051	建筑业城镇私营企业和个体就业人员	陕西省	2017	20.7413	建筑业城镇	人员
3052	建筑业城镇私营企业和个体就业人员	陕西省	2016	16.0705	建筑业城镇	人员
3053	建筑业城镇私营企业和个体就业人员	陕西省	2015	14.0462	建筑业城镇	人员
3054	建筑业城镇私营企业和个体就业人员	陕西省	2014	16.1463	建筑业城镇	人员
3055	建筑业城镇私营企业和个体就业人员	陕西省	2013	13.0622	建筑业城镇	人员
3056	建筑业城镇私营企业和个体就业人员	陕西省	2012	9.5767	建筑业城镇	人员
3057	建筑业城镇私营企业和个体就业人员	陕西省	2011	9.1975	建筑业城镇	人员
3058	建筑业城镇私营企业和个体就业人员	陕西省	2010	6.3389999999999995	建筑业城镇	人员
3059	建筑业城镇私营企业和个体就业人员	陕西省	2009	4.4351	建筑业城镇	人员
3060	建筑业城镇私营企业和个体就业人员	甘肃省	2018		建筑业城镇	人员
3061	建筑业城镇私营企业和个体就业人员	甘肃省	2017	17.3239	建筑业城镇	人员
3062	建筑业城镇私营企业和个体就业人员	甘肃省	2016	14.4772	建筑业城镇	人员
3063	建筑业城镇私营企业和个体就业人员	甘肃省	2015	12.6394	建筑业城镇	人员
3064	建筑业城镇私营企业和个体就业人员	甘肃省	2014	11.040999999999999	建筑业城镇	人员
3065	建筑业城镇私营企业和个体就业人员	甘肃省	2013	9.9859	建筑业城镇	人员
3066	建筑业城镇私营企业和个体就业人员	甘肃省	2012	8.408	建筑业城镇	人员
3067	建筑业城镇私营企业和个体就业人员	甘肃省	2011	7.7755	建筑业城镇	人员
3068	建筑业城镇私营企业和个体就业人员	甘肃省	2010	6.7411	建筑业城镇	人员
3069	建筑业城镇私营企业和个体就业人员	甘肃省	2009	5.5631	建筑业城镇	人员
3070	建筑业城镇私营企业和个体就业人员	青海省	2018		建筑业城镇	人员
3071	建筑业城镇私营企业和个体就业人员	青海省	2017	3.0260000000000002	建筑业城镇	人员
3072	建筑业城镇私营企业和个体就业人员	青海省	2016	2.1595	建筑业城镇	人员
3073	建筑业城镇私营企业和个体就业人员	青海省	2015	1.5728	建筑业城镇	人员
3074	建筑业城镇私营企业和个体就业人员	青海省	2014	1.643	建筑业城镇	人员
3075	建筑业城镇私营企业和个体就业人员	青海省	2013	1.3768	建筑业城镇	人员
3076	建筑业城镇私营企业和个体就业人员	青海省	2012	4.4054	建筑业城镇	人员
3077	建筑业城镇私营企业和个体就业人员	青海省	2011	4.6778	建筑业城镇	人员
3078	建筑业城镇私营企业和个体就业人员	青海省	2010	4.8046	建筑业城镇	人员
3079	建筑业城镇私营企业和个体就业人员	青海省	2009	4.4063	建筑业城镇	人员
3080	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2018		建筑业城镇	人员
3081	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2017	6.5072	建筑业城镇	人员
3082	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2016	5.0015	建筑业城镇	人员
3083	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2015	4.1785	建筑业城镇	人员
3084	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2014	3.1984	建筑业城镇	人员
3085	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2013	2.6946	建筑业城镇	人员
3086	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2012	2.7742	建筑业城镇	人员
3087	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2011	3.0654	建筑业城镇	人员
3088	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2010	2.2262	建筑业城镇	人员
3089	建筑业城镇私营企业和个体就业人员	宁夏回族自治区	2009	2.417	建筑业城镇	人员
3090	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2018		建筑业城镇	人员
3091	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2017	11.4381	建筑业城镇	人员
3092	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2016	9.5001	建筑业城镇	人员
3093	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2015	7.6534	建筑业城镇	人员
3094	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2014	6.662000000000001	建筑业城镇	人员
3095	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2013	6.1301	建筑业城镇	人员
3096	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2012	4.8864	建筑业城镇	人员
3097	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2011	4.3265	建筑业城镇	人员
3098	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2010	4.8406	建筑业城镇	人员
3099	建筑业城镇私营企业和个体就业人员	新疆维吾尔自治区	2009	4.6517	建筑业城镇	人员
3100	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2018		交通运输、仓储和邮政业城镇	人员
3101	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2017	13.3312	交通运输、仓储和邮政业城镇	人员
3102	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2016	12.3643	交通运输、仓储和邮政业城镇	人员
3103	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2015	13.5718	交通运输、仓储和邮政业城镇	人员
3104	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2014	12.7441	交通运输、仓储和邮政业城镇	人员
3105	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2013	6.7426	交通运输、仓储和邮政业城镇	人员
3106	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2012	6.5069	交通运输、仓储和邮政业城镇	人员
3107	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2011	6.6972	交通运输、仓储和邮政业城镇	人员
3108	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2010	6.6126	交通运输、仓储和邮政业城镇	人员
3109	交通运输、仓储和邮政业城镇私营企业和个体就业人员	北京市	2009	5.9351	交通运输、仓储和邮政业城镇	人员
